区分,薬価基準収載医薬品コード,成分名,規格,,,,品名,メーカー名,診療報酬において加算等の算定対象となる後発医薬品,先発医薬品,同一剤形・規格の後発医薬品がある先発医薬品,薬価,経過措置による使用期限,備考
内用薬,2189010F1039,プラバスタチンナトリウム,５ｍｇ１錠,局,,,メバロチン錠５,第一三共,,先発品,○,20.20 ,,
内用薬,2189010F2019,プラバスタチンナトリウム,１０ｍｇ１錠,,,,プラバスタチンナトリウム１０ｍｇ錠,,後発品,,,13.70 ,,
内用薬,2189010F2027,プラバスタチンナトリウム,１０ｍｇ１錠,局,,,メバロチン錠１０,第一三共,,先発品,○,37.00 ,,
内用薬,2189010F2043,プラバスタチンナトリウム,１０ｍｇ１錠,局,,,プラバスタチンＮａ錠１０ｍｇ「アメル」,共和薬品工業,後発品,,,19.30 ,,
内用薬,2189010F2060,プラバスタチンナトリウム,１０ｍｇ１錠,局,,,プラバスタチンＮａ錠１０「ＫＮ」,小林化工,後発品,,,19.30 ,R5.3.31まで,
内用薬,2189010F2167,プラバスタチンナトリウム,１０ｍｇ１錠,局,,,メバレクト錠１０ｍｇ,東菱薬品工業,後発品,,,19.30 ,,
内用薬,2189010F2272,プラバスタチンナトリウム,１０ｍｇ１錠,局,,,プラバスタチンＮａ錠１０ｍｇ「チョーセイ」,長生堂製薬,後発品,,,19.30 ,,
内用薬,2189010F2302,プラバスタチンナトリウム,１０ｍｇ１錠,局,,,プラバスタチンナトリウム錠１０ｍｇ「ツルハラ」,鶴原製薬,後発品,,,19.30 ,,
内用薬,2189010F2345,プラバスタチンナトリウム,１０ｍｇ１錠,局,,,プラバスタチンＮａ錠１０ｍｇ「ＭＥＤ」,メディサ新薬,後発品,,,19.30 ,R5.3.31まで,
内用薬,2189010F2353,プラバスタチンナトリウム,１０ｍｇ１錠,局,,,プラバスタチンＮａ錠１０ｍｇ「サワイ」,沢井製薬,後発品,,,19.30 ,,
内用薬,2189010F2361,プラバスタチンナトリウム,１０ｍｇ１錠,局,,,プラバスタチンＮａ錠１０ｍｇ「ケミファ」,日本薬品工業,後発品,,,19.30 ,,
内用薬,2189010F2370,プラバスタチンナトリウム,１０ｍｇ１錠,局,,,プラバスタチンＮａ錠１０ｍｇ「トーワ」,東和薬品,後発品,,,19.30 ,,
内用薬,2189010F2388,プラバスタチンナトリウム,１０ｍｇ１錠,局,,,プラバスタチンナトリウム錠１０ｍｇ「日医工」,日医工,後発品,,,19.30 ,,
内用薬,2189010F2396,プラバスタチンナトリウム,１０ｍｇ１錠,局,,,プラバスタチンＮａ錠１０ｍｇ「オーハラ」,大原薬品工業,後発品,,,19.30 ,,
内用薬,2189010F2426,プラバスタチンナトリウム,１０ｍｇ１錠,局,,,プラバスタチンＮａ錠１０ｍｇ「ＴＣＫ」,辰巳化学,後発品,,,19.30 ,,
内用薬,2189010F2434,プラバスタチンナトリウム,１０ｍｇ１錠,局,,,プラバスタチンＮａ錠１０ｍｇ「フソー」,扶桑薬品工業,後発品,,,19.30 ,,
内用薬,2189010F2450,プラバスタチンナトリウム,１０ｍｇ１錠,局,,,プラバスタチンＮａ錠１０ｍｇ「ＮＳ」,日新製薬（山形）,後発品,,,19.30 ,,
内用薬,2189010F2477,プラバスタチンナトリウム,１０ｍｇ１錠,局,,,プラバスタチンＮａ錠１０ｍｇ「テバ」,日医工岐阜工場,後発品,,,19.30 ,R5.3.31まで,
内用薬,2189010F2507,プラバスタチンナトリウム,１０ｍｇ１錠,局,,,プラバスタチンナトリウム錠１０ｍｇ「ＹＤ」,陽進堂,後発品,,,19.30 ,,
内用薬,2189010F2515,プラバスタチンナトリウム,１０ｍｇ１錠,局,,,プラバスタチンＮａ錠１０ｍｇ「ＮＩＧ」,日医工岐阜工場,後発品,,,19.30 ,,R4.12.9収載
内用薬,2189011F1017,シンバスタチン,５ｍｇ１錠,,,,シンバスタチン５ｍｇ錠,,後発品,,,14.60 ,,
内用薬,2189011F1025,シンバスタチン,５ｍｇ１錠,局,,,リポバス錠５,オルガノン,,先発品,○,43.00 ,,
内用薬,2189011F1050,シンバスタチン,５ｍｇ１錠,局,,,シンバスタチン錠５「ＭＥＥＫ」,小林化工,後発品,,,22.60 ,R5.3.31まで,
内用薬,2189011F1181,シンバスタチン,５ｍｇ１錠,局,,,シンバスタチン錠５ｍｇ「マイラン」,マイランＥＰＤ,後発品,,,22.60 ,R5.3.31まで,
内用薬,2189011F1190,シンバスタチン,５ｍｇ１錠,局,,,シンバスタチン錠５ｍｇ「ＭＥＤ」,沢井製薬,後発品,,,22.60 ,R5.3.31まで,
内用薬,2189011F1203,シンバスタチン,５ｍｇ１錠,局,,,シンバスタチン錠５ｍｇ「ＳＷ」,メディサ新薬,後発品,,,22.60 ,,
内用薬,2189011F1220,シンバスタチン,５ｍｇ１錠,局,,,シンバスタチン錠５ｍｇ「トーワ」,東和薬品,後発品,,,22.60 ,,
内用薬,2189011F1238,シンバスタチン,５ｍｇ１錠,局,,,シンバスタチン錠５ｍｇ「日医工」,日医工,後発品,,,22.60 ,,
内用薬,2189011F1246,シンバスタチン,５ｍｇ１錠,局,,,シンバスタチン錠５ｍｇ「ＹＤ」,陽進堂,後発品,,,22.60 ,,
内用薬,2189011F1254,シンバスタチン,５ｍｇ１錠,局,,,シンバスタチン錠５ｍｇ「ＥＭＥＣ」,サンノーバ,後発品,,,22.60 ,,
内用薬,2189011F1289,シンバスタチン,５ｍｇ１錠,局,,,シンバスタチン錠５ｍｇ「あすか」,あすか製薬,後発品,,,22.60 ,,
内用薬,2189011F1300,シンバスタチン,５ｍｇ１錠,局,,,シンバスタチン錠５ｍｇ「ＶＴＲＳ」,マイランＥＰＤ,後発品,,,22.60 ,,R4.4.20収載
内用薬,2189011F2013,シンバスタチン,１０ｍｇ１錠,,,,シンバスタチン１０ｍｇ錠,,後発品,,,29.90 ,,
内用薬,2189011F2021,シンバスタチン,１０ｍｇ１錠,局,,,リポバス錠１０,オルガノン,,先発品,○,87.90 ,,
内用薬,2189011F2145,シンバスタチン,１０ｍｇ１錠,局,,,シンバスタチン錠１０ｍｇ「ＥＭＥＣ」,サンノーバ,後発品,,,52.20 ,,
内用薬,2189011F2153,シンバスタチン,１０ｍｇ１錠,局,,,シンバスタチン錠１０ｍｇ「ＭＥＤ」,沢井製薬,後発品,,,52.20 ,R5.3.31まで,
内用薬,2189011F2170,シンバスタチン,１０ｍｇ１錠,局,,,シンバスタチン錠１０ｍｇ「ＳＷ」,メディサ新薬,後発品,,,52.20 ,,
内用薬,2189011F2196,シンバスタチン,１０ｍｇ１錠,局,,,シンバスタチン錠１０ｍｇ「トーワ」,東和薬品,後発品,,,52.20 ,,
内用薬,2189011F2200,シンバスタチン,１０ｍｇ１錠,局,,,シンバスタチン錠１０ｍｇ「日医工」,日医工,後発品,,,52.20 ,,
内用薬,2189011F2242,シンバスタチン,１０ｍｇ１錠,局,,,シンバスタチン錠１０ｍｇ「あすか」,あすか製薬,後発品,,,52.20 ,,
内用薬,2189011F2250,シンバスタチン,１０ｍｇ１錠,局,,,シンバスタチン錠１０ｍｇ「武田テバ」,武田テバファーマ,後発品,,,52.20 ,,
内用薬,2189011F3010,シンバスタチン,２０ｍｇ１錠,,,,シンバスタチン２０ｍｇ錠,,後発品,,,40.80 ,,
内用薬,2189011F3028,シンバスタチン,２０ｍｇ１錠,局,,,リポバス錠２０,オルガノン,,先発品,○,181.60 ,,
内用薬,2189011F3052,シンバスタチン,２０ｍｇ１錠,局,,,シンバスタチン錠２０「ＭＥＥＫ」,小林化工,後発品,,,96.80 ,R5.3.31まで,
内用薬,2189011F3060,シンバスタチン,２０ｍｇ１錠,局,,,シンバスタチン錠２０ｍｇ「マイラン」,マイランＥＰＤ,後発品,,,96.80 ,R5.3.31まで,
内用薬,2189011F3095,シンバスタチン,２０ｍｇ１錠,局,,,シンバスタチン錠２０ｍｇ「ＳＷ」,メディサ新薬,後発品,,,96.80 ,,
内用薬,2189011F3109,シンバスタチン,２０ｍｇ１錠,局,,,シンバスタチン錠２０ｍｇ「日医工」,日医工,後発品,,,96.80 ,,
内用薬,2189011F3133,シンバスタチン,２０ｍｇ１錠,局,,,シンバスタチン錠２０ｍｇ「ＥＭＥＣ」,サンノーバ,後発品,,,96.80 ,,
内用薬,2189011F3141,シンバスタチン,２０ｍｇ１錠,局,,,シンバスタチン錠２０ｍｇ「ＭＥＤ」,沢井製薬,後発品,,,96.80 ,R5.3.31まで,
内用薬,2189011F3150,シンバスタチン,２０ｍｇ１錠,局,,,シンバスタチン錠２０ｍｇ「ＮｉｋＰ」,日医工ファーマ,後発品,,,96.80 ,,
内用薬,2189011F3184,シンバスタチン,２０ｍｇ１錠,局,,,シンバスタチン錠２０ｍｇ「トーワ」,東和薬品,後発品,,,96.80 ,,
内用薬,2189011F3206,シンバスタチン,２０ｍｇ１錠,局,,,シンバスタチン錠２０ｍｇ「オーハラ」,大原薬品工業,後発品,,,96.80 ,,
内用薬,2189011F3214,シンバスタチン,２０ｍｇ１錠,局,,,シンバスタチン錠２０ｍｇ「あすか」,あすか製薬,後発品,,,96.80 ,,
内用薬,2189011F3222,シンバスタチン,２０ｍｇ１錠,局,,,シンバスタチン錠２０ｍｇ「武田テバ」,武田テバファーマ,後発品,,,96.80 ,,
内用薬,2189011F3230,シンバスタチン,２０ｍｇ１錠,局,,,シンバスタチン錠２０ｍｇ「ＶＴＲＳ」,マイランＥＰＤ,後発品,,,96.80 ,,R4.4.20収載
内用薬,2189012F1011,フルバスタチンナトリウム,１０ｍｇ１錠,,,,フルバスタチンナトリウム１０ｍｇ錠,,後発品,,,12.10 ,,
内用薬,2189012F1020,フルバスタチンナトリウム,１０ｍｇ１錠,,,,ローコール錠１０ｍｇ,サンファーマ,,先発品,○,24.70 ,,
内用薬,2189012F2018,フルバスタチンナトリウム,２０ｍｇ１錠,,,,フルバスタチンナトリウム２０ｍｇ錠,,後発品,,,22.10 ,,
内用薬,2189012F2026,フルバスタチンナトリウム,２０ｍｇ１錠,,,,ローコール錠２０ｍｇ,サンファーマ,,先発品,○,44.70 ,,
内用薬,2189012F3014,フルバスタチンナトリウム,３０ｍｇ１錠,,,,フルバスタチンナトリウム３０ｍｇ錠,,後発品,,,31.70 ,,
内用薬,2189012F3022,フルバスタチンナトリウム,３０ｍｇ１錠,,,,ローコール錠３０ｍｇ,サンファーマ,,先発品,○,61.00 ,,
内用薬,2189014D2024,コレスチミド,８３％１ｇ,局,,,コレバインミニ８３％,田辺三菱製薬,,先発品,,39.20 ,,
内用薬,2189014F1029,コレスチミド,５００ｍｇ１錠,局,,,コレバイン錠５００ｍｇ,田辺三菱製薬,,先発品,,23.20 ,,
内用薬,2189015F1015,アトルバスタチンカルシウム水和物,５ｍｇ１錠,,,,アトルバスタチンカルシウム５ｍｇ錠,,後発品,,,10.10 ,,
内用薬,2189015F1023,アトルバスタチンカルシウム水和物,５ｍｇ１錠,局,,,リピトール錠５ｍｇ,ヴィアトリス製薬,,先発品,○,27.00 ,,
内用薬,2189015F1031,アトルバスタチンカルシウム水和物,５ｍｇ１錠,局,,,アトルバスタチン錠５ｍｇ「ＥＥ」,エルメッド,後発品,,,10.60 ,R5.3.31まで,
内用薬,2189015F1058,アトルバスタチンカルシウム水和物,５ｍｇ１錠,局,,,アトルバスタチン錠５ｍｇ「サワイ」,沢井製薬,後発品,,,10.60 ,,
内用薬,2189015F1066,アトルバスタチンカルシウム水和物,５ｍｇ１錠,局,,,アトルバスタチン錠５ｍｇ「サンド」,サンド,後発品,,,10.60 ,,
内用薬,2189015F1074,アトルバスタチンカルシウム水和物,５ｍｇ１錠,局,,,アトルバスタチン錠５ｍｇ「トーワ」,東和薬品,後発品,,,10.60 ,,
内用薬,2189015F1082,アトルバスタチンカルシウム水和物,５ｍｇ１錠,局,,,アトルバスタチン錠５ｍｇ「ＤＳＥＰ」,第一三共エスファ,後発品,,,10.60 ,,
内用薬,2189015F1104,アトルバスタチンカルシウム水和物,５ｍｇ１錠,局,,,アトルバスタチン錠５ｍｇ「ＺＥ」,全星薬品工業,後発品,,,10.60 ,,
内用薬,2189015F1112,アトルバスタチンカルシウム水和物,５ｍｇ１錠,局,,,アトルバスタチン錠５ｍｇ「アメル」,共和薬品工業,後発品,,,10.60 ,,
内用薬,2189015F1147,アトルバスタチンカルシウム水和物,５ｍｇ１錠,局,,,アトルバスタチン錠５ｍｇ「ＪＧ」,日本ジェネリック,後発品,,,15.00 ,,
内用薬,2189015F1171,アトルバスタチンカルシウム水和物,５ｍｇ１錠,局,,,アトルバスタチン錠５ｍｇ「杏林」,キョーリンリメディオ,後発品,,,10.60 ,,
内用薬,2189015F1198,アトルバスタチンカルシウム水和物,５ｍｇ１錠,局,,,アトルバスタチン錠５ｍｇ「ＮＳ」,日新製薬（山形）,後発品,,,10.60 ,,
内用薬,2189015F1201,アトルバスタチンカルシウム水和物,５ｍｇ１錠,局,,,アトルバスタチン錠５ｍｇ「ＴＹＫ」,武田テバ薬品,後発品,,,15.00 ,,
内用薬,2189015F1210,アトルバスタチンカルシウム水和物,５ｍｇ１錠,局,,,アトルバスタチン錠５ｍｇ「ケミファ」,日本ケミファ,後発品,,,10.60 ,,
内用薬,2189015F1236,アトルバスタチンカルシウム水和物,５ｍｇ１錠,局,,,アトルバスタチン錠５ｍｇ「Ｍｅ」,Ｍｅ　ファルマ,後発品,,,10.60 ,,
内用薬,2189015F2011,アトルバスタチンカルシウム水和物,１０ｍｇ１錠,,,,アトルバスタチンカルシウム１０ｍｇ錠,,後発品,,,14.80 ,,
内用薬,2189015F2020,アトルバスタチンカルシウム水和物,１０ｍｇ１錠,局,,,リピトール錠１０ｍｇ,ヴィアトリス製薬,,先発品,○,49.20 ,,
内用薬,2189015F2038,アトルバスタチンカルシウム水和物,１０ｍｇ１錠,局,,,アトルバスタチン錠１０ｍｇ「ＥＥ」,エルメッド,後発品,,,20.70 ,R5.3.31まで,
内用薬,2189015F2046,アトルバスタチンカルシウム水和物,１０ｍｇ１錠,局,,,アトルバスタチン錠１０ｍｇ「ＫＮ」,小林化工,後発品,,,20.70 ,R5.3.31まで,
内用薬,2189015F2054,アトルバスタチンカルシウム水和物,１０ｍｇ１錠,局,,,アトルバスタチン錠１０ｍｇ「サワイ」,沢井製薬,後発品,,,20.70 ,,
内用薬,2189015F2070,アトルバスタチンカルシウム水和物,１０ｍｇ１錠,局,,,アトルバスタチン錠１０ｍｇ「トーワ」,東和薬品,後発品,,,20.70 ,,
内用薬,2189015F2089,アトルバスタチンカルシウム水和物,１０ｍｇ１錠,局,,,アトルバスタチン錠１０ｍｇ「ＤＳＥＰ」,第一三共エスファ,後発品,,,20.70 ,,
内用薬,2189015F2100,アトルバスタチンカルシウム水和物,１０ｍｇ１錠,局,,,アトルバスタチン錠１０ｍｇ「ＺＥ」,全星薬品工業,後発品,,,20.70 ,,
内用薬,2189015F2119,アトルバスタチンカルシウム水和物,１０ｍｇ１錠,局,,,アトルバスタチン錠１０ｍｇ「アメル」,共和薬品工業,後発品,,,20.70 ,,
内用薬,2189015F2143,アトルバスタチンカルシウム水和物,１０ｍｇ１錠,局,,,アトルバスタチン錠１０ｍｇ「ＪＧ」,日本ジェネリック,後発品,,,28.50 ,,
内用薬,2189015F2151,アトルバスタチンカルシウム水和物,１０ｍｇ１錠,局,,,アトルバスタチン錠１０ｍｇ「ＴＳＵ」,鶴原製薬,後発品,,,20.70 ,,
内用薬,2189015F2178,アトルバスタチンカルシウム水和物,１０ｍｇ１錠,局,,,アトルバスタチン錠１０ｍｇ「杏林」,キョーリンリメディオ,後発品,,,20.70 ,,
内用薬,2189015F2194,アトルバスタチンカルシウム水和物,１０ｍｇ１錠,局,,,アトルバスタチン錠１０ｍｇ「ＮＳ」,日新製薬（山形）,後発品,,,20.70 ,,
内用薬,2189015F2208,アトルバスタチンカルシウム水和物,１０ｍｇ１錠,局,,,アトルバスタチン錠１０ｍｇ「ＴＹＫ」,武田テバ薬品,後発品,,,28.50 ,,
内用薬,2189015F2216,アトルバスタチンカルシウム水和物,１０ｍｇ１錠,局,,,アトルバスタチン錠１０ｍｇ「ケミファ」,日本ケミファ,後発品,,,20.70 ,,
内用薬,2189015F2232,アトルバスタチンカルシウム水和物,１０ｍｇ１錠,局,,,アトルバスタチン錠１０ｍｇ「Ｍｅ」,Ｍｅ　ファルマ,後発品,,,20.70 ,,
内用薬,2189015F3026,アトルバスタチンカルシウム水和物,５ｍｇ１錠,,,,アトルバスタチンＯＤ錠５ｍｇ「トーワ」,東和薬品,後発品,,,10.60 ,,
内用薬,2189015F4022,アトルバスタチンカルシウム水和物,１０ｍｇ１錠,,,,アトルバスタチンＯＤ錠１０ｍｇ「トーワ」,東和薬品,後発品,,,20.70 ,,
内用薬,2189015F5029,アトルバスタチンカルシウム水和物,２０ｍｇ１錠,局,,,アトルバスタチン錠２０ｍｇ「日医工」,日医工,後発品,,,44.30 ,,
内用薬,2189016F1010,ピタバスタチンカルシウム,１ｍｇ１錠,,,,ピタバスタチンカルシウム１ｍｇ錠,,後発品,,,10.10 ,,
内用薬,2189016F1028,ピタバスタチンカルシウム,１ｍｇ１錠,局,,,リバロ錠１ｍｇ,興和,,先発品,○,37.80 ,,
内用薬,2189016F1036,ピタバスタチンカルシウム,１ｍｇ１錠,局,,,ピタバスタチンＣａ錠１ｍｇ「ＥＥ」,エルメッド,後発品,,,12.10 ,,
内用薬,2189016F1044,ピタバスタチンカルシウム,１ｍｇ１錠,局,,,ピタバスタチンＣａ錠１ｍｇ「ＦＦＰ」,共創未来ファーマ,後発品,,,12.10 ,,
内用薬,2189016F1079,ピタバスタチンカルシウム,１ｍｇ１錠,局,,,ピタバスタチンＣａ錠１ｍｇ「ＴＣＫ」,辰巳化学,後発品,,,12.10 ,,
内用薬,2189016F1109,ピタバスタチンカルシウム,１ｍｇ１錠,局,,,ピタバスタチンＣａ錠１ｍｇ「科研」,ダイト,後発品,,,12.10 ,,
内用薬,2189016F1125,ピタバスタチンカルシウム,１ｍｇ１錠,局,,,ピタバスタチンＣａ錠１ｍｇ「ケミファ」,日本ケミファ,後発品,,,12.10 ,,
内用薬,2189016F1133,ピタバスタチンカルシウム,１ｍｇ１錠,局,,,ピタバスタチンＣａ錠１ｍｇ「サワイ」,沢井製薬,後発品,,,12.10 ,,
内用薬,2189016F1141,ピタバスタチンカルシウム,１ｍｇ１錠,,,,ピタバスタチンＣａ錠１ｍｇ「サンド」,サンド,後発品,,,10.10 ,,
内用薬,2189016F1150,ピタバスタチンカルシウム,１ｍｇ１錠,局,,,ピタバスタチンＣａ錠１ｍｇ「三和」,三和化学研究所,後発品,,,12.10 ,,
内用薬,2189016F1176,ピタバスタチンカルシウム,１ｍｇ１錠,局,,,ピタバスタチンＣａ錠１ｍｇ「ツルハラ」,鶴原製薬,後発品,,,12.10 ,,
